paymentDayOfMonth,telephone,email,firstName,surname,jobRate
20,"129 174 064","awiązowski@interia.pl","Wiązowski","Anna",30
20,"138 165 390","kmilcarz@interia.pl","Milcarz","Kazimierz",30
20,"325 061 066","mkatulski@wp.pl","Katulski","Mieczysław",30
20,"857 471 235","tcichoń@interia.pl","Cichoń","Tomasz",20
20,"256 507 695","jpacelt@aptekarz.pl","Pacelt","Jarosław",30
20,"559 117 276","jpitera@bialan.pl","Pitera","Jan",30
20,"628 940 814","awojnarowski@interia.pl","Wojnarowski","Andrzej",25
20,"660 525 718","gsellin@onet.pl","Sellin","Grzegorz",1
20,"267 919 858","hrydzoń@onet.pl","Rydzoń","Henryk",25
20,"524 398 425","btomczykiewicz@onet.pl","Tomczykiewicz","Barbara",45
20,"36 161 828","zarłukowicz@onet.pl","Arłukowicz","Zbigniew",20
20,"673 797 666","jokrągły@nocny-kwartet.pl","Okrągły","Jerzy",25
20,"901 715 768","zbalcerzak@onet.pl","Balcerzak","Zbigniew",10
20,"91 423 696","wbury@onet.pl","Bury","Waldemar",45
20,"412 241 237","jpiecha@interia.pl","Piecha","Janina",30
20,"178 976 620","pjanczyk@interia.pl","Janczyk","Piotr",30
20,"78 981 765","mkossakowski@interia.pl","Kossakowski","Marek",25
20,"194 382 748","esikorski@wp.pl","Sikorski","Ewa",20
20,"374 554 022","kmłyńczak@onet.pl","Młyńczak","Kazimierz",30
20,"633 413 402","mkłopotek@onet.pl","Kłopotek","Marzena",20
20,"975 427 069","iross@aptekarz.pl","Ross","Izabela",30
20,"388 457 015","btołwiński@interia.pl","Tołwiński","Beata",25
20,"31 258 410","sgołębiewski@onet.pl","Gołębiewski","Sławomir",30
20,"600 349 540","tcybulski@wp.pl","Cybulski","Tomasz",10
20,"398 534 495","mkruk@interia.pl","Kruk","Małgorzata",45
20,"232 775 310","awalkowski@interia.pl","Walkowski","Antoni",10
20,"99 664 642","jożóg@wp.pl","Ożóg","Jarosław",25
20,"421 108 410","łkulesza@onet.pl","Kulesza","Łukasz",10
20,"832 716 098","tcieślik@interia.pl","Cieślik","Tomasz",10
20,"516 992 574","jopioła@onet.pl","Opioła","Jerzy",25
20,"183 706 005","awrona@nocny-kwartet.pl","Wrona","Andrzej",20
20,"994 766 884","rgrad@nocny-kwartet.pl","Grad","Roman",10
20,"955 515 613","mklim@bialan.pl","Klim","Michał",30
20,"471 519 484","llibicki@onet.pl","Libicki","Leszek",25
20,"695 626 249","pjasiński@bialan.pl","Jasiński","Paweł",25
20,"537 829 306","dsycz@onet.pl","Sycz","Daniela",30
20,"834 283 625","jpomaska@onet.pl","Pomaska","Jakub",30
20,"258 453 180","rgwiazdowski@bialan.pl","Gwiazdowski","Renata",20
20,"960 832 517","sgawłowski@wp.pl","Gawłowski","Stanisław",25
20,"625 535 390","gsawicki@aptekarz.pl","Sawicki","Grzegorz",25
20,"641 144 534","mkowalik@bialan.pl","Kowalik","Marek",25
20,"21 068 540","mkrupa@aptekarz.pl","Krupa","Maks",20
20,"874 359 607","tczuma@onet.pl","Czuma","Tadeusz",30
20,"201 281 391","cszczepański@interia.pl","Szczepański","Czesław",30
20,"742 600 652","hrutnicki@interia.pl","Rutnicki","Henryk",30
20,"64 936 421","wbalicki@wp.pl","Balicki","Wojciech",30
20,"595 624 962","awojtkiewicz@interia.pl","Wojtkiewicz","Andrzej",30
20,"605 845 383","hryszka@wp.pl","Ryszka","Halina",45
20,"537 511 877","rgrabarczyk@bialan.pl","Grabarczyk","Ryszard",20
20,"584 111 646","gsaługa@interia.pl","Saługa","Grzegorz",25
20,"619 561 997","jpięta@aptekarz.pl","Pięta","Jan",20
20,"335 181 779","jolejniczak@interia.pl","Olejniczak","Jerzy",30
20,"631 879 974","jpreiss@aptekarz.pl","Preiss","Jadwiga",30
20,"236 821 207","mkamiński@bialan.pl","Kamiński","Monika",20
20,"392 387 403","esobecka@interia.pl","Sobecka","Elżbieta",10
20,"276 552 401","aziętek@wp.pl","Ziętek","Adam",25
20,"461 493 762","wbutryn@onet.pl","Butryn","Waldemar",30
20,"280 198 682","esokołowski@onet.pl","Sokołowski","Elżbieta",25
20,"281 570 532","mkarpiński@nocny-kwartet.pl","Karpiński","Mirosław",30
20,"333 320 641","awitkowski@wp.pl","Witkowski","Andrzej",30
20,"671 319 539","azarzycki@aptekarz.pl","Zarzycki","Aleksander",30
20,"873 208 726","jplocke@onet.pl","Plocke","Jan",10
20,"278 069 281","bterlecki@aptekarz.pl","Terlecki","Beata",25
20,"635 643 369","kmatwiejuk@interia.pl","Matwiejuk","Klaudiusz",20
20,"594 671 158","acoghen@interia.pl","Coghen","Arkadiusz",25
20,"824 959 939","kmiodowicz@interia.pl","Miodowicz","Kazimierz",25
20,"640 712 339","kłopata@interia.pl","Łopata","Krzysztof",10
20,"442 186 548","bszwed@aptekarz.pl","Szwed","Bożena",30
20,"701 462 776","aabramowicz@interia.pl","Abramowicz","Adam",30
20,"559 834 635","mkloc@onet.pl","Kloc","Marzenna",30
20,"350 141 154","llatos@interia.pl","Latos","Leszek",25
20,"524 393 841","tdąbkowska-cichocka@onet.pl","Dąbkowska-Cichocka","Tadeusz",30
20,"312 951 369","atyszkiewicz@aptekarz.pl","Tyszkiewicz","Artur",25
20,"346 838 847","wborkowski@aptekarz.pl","Borkowski","Witold",30
20,"348 709 443","rgrad@onet.pl","Grad","Roman",30
20,"759 776 693","łkulas@interia.pl","Kulas","Łukasz",20
20,"300 508 658","mkruszewski@onet.pl","Kruszewski","Magdalena",25
20,"367 572 489","kjaworski@interia.pl","Jaworski","Kazimierz",10
20,"969 602 506","zsztolcman@interia.pl","Sztolcman","Zbigniew",20
20,"869 109 344","srynasiewicz@interia.pl","Rynasiewicz","Stanisław",25
20,"334 607 518","ckamiński@wp.pl","Kamiński","Cezary",25
20,"850 788 054","pkłosin@wp.pl","Kłosin","Piotr",20
20,"437 381 709","sczechyra@aptekarz.pl","Czechyra","Stanisław",30
20,"57 881 687","earkit@wp.pl","Arkit","Elżbieta",25
20,"127 956 865","braba@bialan.pl","Raba","Beata",30
20,"524 234 939","hzdrojewski@onet.pl","Zdrojewski","Henryk",30
20,"131 933 774","pżyliński@onet.pl","Żyliński","Paweł",20
20,"919 070 545","prębek@aptekarz.pl","Rębek","Piotr",25
20,"302 805 637","mbalcerzak@wp.pl","Balcerzak","Marek",30
20,"241 171 919","apiechota@aptekarz.pl","Piechota","Agnieszka",30
20,"313 657 919","gzuba@nocny-kwartet.pl","Zuba","Grażyna",30
20,"830 850 829","szbonikowski@interia.pl","Zbonikowski","Sławomir",25
20,"208 344 830","jkamiński@onet.pl","Kamiński","Jan",20
20,"346 402 517","apolak@onet.pl","Polak","Andrzej",30
20,"337 744 138","prakoczy@wp.pl","Rakoczy","Paweł",10
20,"673 786 626","jsośnierz@onet.pl","Sośnierz","Jacek",20
20,"80 006 597","wnaguszewski@onet.pl","Naguszewski","Wojciech",30
20,"368 014 983","emichałkiewicz@bialan.pl","Michałkiewicz","Elżbieta",20
20,"403 861 473","apitera@onet.pl","Pitera","Andrzej",25
20,"820 806 625","spierzchała@onet.pl","Pierzchała","Sławomir",45
20,"29 596 838","spisalski@onet.pl","Pisalski","Stanisław",20
20,"204 326 125","jborkowski@interia.pl","Borkowski","Jan",30
20,"294 879 319","kżaczek@bialan.pl","Żaczek","Krzysztof",25
20,"365 690 047","jmularczyk@bialan.pl","Mularczyk","Józef",30
20,"802 071 433","rtusk@interia.pl","Tusk","Ryszard",10
20,"670 783 023","mkowalczyk@interia.pl","Kowalczyk","Marek",25
20,"362 804 882","lseliga@wp.pl","Seliga","Lidia",25
20,"54 341 597","mmaterna@interia.pl","Materna","Monika",30
20,"792 864 307","zwenderlich@onet.pl","Wenderlich","Zbigniew",20
20,"368 237 316","wceliński@interia.pl","Celiński","Władysław",10
20,"320 651 909","rbuła@nocny-kwartet.pl","Buła","Radosław",25
20,"841 524 967","bfilar@onet.pl","Filar","Bogdan",10
20,"415 502 960","łbętkowski@interia.pl","Bętkowski","Łukasz",10
20,"680 154 669","jczaplicka@onet.pl","Czaplicka","Janusz",25
20,"496 351 470","rokła-drewnowicz@interia.pl","Okła-Drewnowicz","Ryszard",25
20,"15 754 442","larłukowicz@interia.pl","Arłukowicz","Leszek",10
20,"804 976 223","bopioła@aptekarz.pl","Opioła","Barbara",25
20,"399 030 396","mmarcinkiewicz@interia.pl","Marcinkiewicz","Marek",30
20,"22 648 613","zhanajczyk@aptekarz.pl","Hanajczyk","Zdzisława",25
20,"345 913 855","atyszkiewicz@aptekarz.pl","Tyszkiewicz","Adam",30
20,"304 647 881","lkulesza@bialan.pl","Kulesza","Leonard",25
20,"329 973 167","jmazurek@onet.pl","Mazurek","John",25
20,"63 015 994","pchlebowski@onet.pl","Chlebowski","Piotr",25
20,"970 556 068","rwikiński@interia.pl","Wikiński","Ryszard",25
20,"907 888 346","jgrzegorek@onet.pl","Grzegorek","Jacek",30
20,"999 697 478","jszulc@interia.pl","Szulc","Jarosław",30
20,"345 914 965","achłopek@bialan.pl","Chłopek","Andrzej",20
20,"668 971 805","akopacz@interia.pl","Kopacz","Andrzej",30
20,"109 160 798","jkarpiński@interia.pl","Karpiński","Jarosław",30
20,"706 175 321","tołowski@aptekarz.pl","Ołowski","Tadeusz",30
20,"93 748 650","tkopaczewska@interia.pl","Kopaczewska","Tadeusz",30
20,"92 780 882","awidacki@interia.pl","Widacki","Arkady",30
20,"151 329 324","mmasłowska@interia.pl","Masłowska","Michał",30
20,"838 865 106","wmiodowicz@aptekarz.pl","Miodowicz","Waldemar",30
20,"70 280 044","hszydło@wp.pl","Szydło","Henryk",10
20,"319 792 331","trybicki@interia.pl","Rybicki","Tadeusz",30
20,"820 707 806","złybacka@interia.pl","Łybacka","Zbigniew",30
20,"147 553 893","jkomołowski@wp.pl","Komołowski","Jerzy",25
20,"521 664 123","jpawlak@onet.pl","Pawlak","Jacek",10
20,"447 962 140","awróbel@interia.pl","Wróbel","Adam",25
20,"557 464 010","slipiński@nocny-kwartet.pl","Lipiński","Stanisław",25
20,"47 805 324","jast@nocny-kwartet.pl","Ast","Joanna",30
20,"277 233 924","ealeksandrzak@interia.pl","Aleksandrzak","Ewa",25
20,"836 535 661","mtobiszowski@wp.pl","Tobiszowski","Marek",25
20,"829 952 052","rkarski@onet.pl","Karski","Roman",10
20,"494 543 525","kkotkowska@onet.pl","Kotkowska","Krystyna",30
20,"669 439 632","zbrzezinka@interia.pl","Brzezinka","Zbigniew",10
20,"10 927 120","gkonwiński@bialan.pl","Konwiński","Grzegorz",1
20,"126 363 446","mżelichowski@interia.pl","Żelichowski","Marzena",10
20,"159 400 511","rkopeć@aptekarz.pl","Kopeć","Romuald",25
20,"193 806 266","jkorzeniowski@onet.pl","Korzeniowski","Jacek",20
20,"360 542 651","apięta@aptekarz.pl","Pięta","Andrzej",25
20,"187 038 596","tstreker-dembińska@wp.pl","Streker-Dembińska","Tomasz",25
20,"725 170 632","ećwierz@interia.pl","Ćwierz","Ewa",30
20,"50 715 816","jgrad@onet.pl","Grad","Joanna",25
20,"950 623 592","pwargocka@aptekarz.pl","Wargocka","Piotr",25
20,"831 268 060","ezalewska@interia.pl","Zalewska","Ewa",25
20,"692 166 463","ssiedlaczek@interia.pl","Siedlaczek","Stefan",25
20,"945 221 326","mnowak@bialan.pl","Nowak","Mariusz",20
20,"364 878 178","cbańkowska@wp.pl","Bańkowska","Cezary",30
20,"254 702 477","mgołojuch@aptekarz.pl","Gołojuch","Mirosław",25
20,"741 495 546","gpahl@interia.pl","Pahl","Gabriela",25
20,"533 007 790","mpiechociński@bialan.pl","Piechociński","Marek",30
20,"953 236 071","aaziewicz@interia.pl","Aziewicz","Adam",10
20,"848 538 458","mlatos@interia.pl","Latos","Marek",10
20,"216 598 018","jsmoliński@aptekarz.pl","Smoliński","Jarosław",30
20,"528 616 268","wmoskal@wp.pl","Moskal","Witold",20
20,"755 347 829","rmojzesowicz@aptekarz.pl","Mojzesowicz","Robert",25
20,"430 659 638","bsobecka@wp.pl","Sobecka","Bolesław",30
20,"395 453 724","edąbkowska-cichocka@wp.pl","Dąbkowska-Cichocka","Eugeniusz",10
20,"624 034 744","rdrab@interia.pl","Drab","Renata",10
20,"687 497 667","kpiotrowska@onet.pl","Piotrowska","Krzysztof",10
20,"32 268 349","lbury@bialan.pl","Bury","Lucjan",10
20,"804 892 905","jtomczykiewicz@interia.pl","Tomczykiewicz","Jarosław",30
20,"554 686 244","jkluzik-rostkowska@bialan.pl","Kluzik-Rostkowska","Jacek",20
20,"302 082 970","mryszka@aptekarz.pl","Ryszka","Mirosław",30
20,"961 350 709","bkaczanowski@nocny-kwartet.pl","Kaczanowski","Bogusław",30
20,"11 198 881","jmłyńczak@wp.pl","Młyńczak","Joanna",25
20,"889 392 988","azbrzyzny@bialan.pl","Zbrzyzny","Andrzej",20
20,"59 616 293","dmarianowska@aptekarz.pl","Marianowska","Dariusz",30
20,"636 251 093","akulas@interia.pl","Kulas","Arkadiusz",45
20,"143 697 572","aszydłowska@onet.pl","Szydłowska","Andrzej",20
20,"621 687 355","egirzyński@interia.pl","Girzyński","Elżbieta",10
20,"124 477 766","jszczerba@onet.pl","Szczerba","Jacek",10
20,"828 270 115","kostrowski@wp.pl","Ostrowski","Konstanty",25
20,"914 567 949","jtomczak@aptekarz.pl","Tomczak","Jadwiga",25
20,"730 042 645","akruszewski@onet.pl","Kruszewski","Andrzej",30
20,"860 226 947","jczykwin@interia.pl","Czykwin","Jan",25
20,"376 883 424","lkochan@interia.pl","Kochan","Ludwik",25
20,"454 941 214","szych@interia.pl","Zych","Stanisław",30
20,"334 120 488","jrafalska@aptekarz.pl","Rafalska","Jan",30
20,"401 280 820","azawiślak@aptekarz.pl","Zawiślak","Andrzej",45
20,"4 223 348","ewoźniak@aptekarz.pl","Woźniak","Elżbieta",25
20,"878 546 520","pplura@wp.pl","Plura","Piotr",25
20,"377 835 987","bokrągły@onet.pl","Okrągły","Bogdan",30
20,"981 763 940","kkozak@interia.pl","Kozak","Kazimierz",25
20,"161 245 961","mwiązowski@nocny-kwartet.pl","Wiązowski","Mieczysław",25
20,"395 140 848","aterlecki@wp.pl","Terlecki","Artur",30
20,"587 318 557","ngiżyński@wp.pl","Giżyński","Norbert",10
20,"775 699 036","slenz@onet.pl","Lenz","Sławomir",10
20,"677 509 197","jwrona@interia.pl","Wrona","Janusz",30
20,"931 683 734","akłopotek@onet.pl","Kłopotek","Adam",20
20,"115 878 002","jpluta@onet.pl","Pluta","Jarosław",25
20,"981 647 635","bryniak@wp.pl","Ryniak","Bożena",30
20,"431 439 309","mgwiazdowski@bialan.pl","Gwiazdowski","Marek",10
20,"194 135 648","jkopyciński@onet.pl","Kopyciński","Jan",10
20,"550 061 991","kwolak@interia.pl","Wolak","Krystyna",30
20,"584 588 885","tdzięcioł@bialan.pl","Dzięcioł","Tadeusz",25
20,"18 526 238","tkrasulski@onet.pl","Krasulski","Tadeusz",25
20,"524 902 762","gmalik@interia.pl","Malik","Grzegorz",10
20,"427 715 034","bżmijan@interia.pl","Żmijan","Bartosz",10
20,"128 255 677","csiarka@interia.pl","Siarka","Czesław",30
20,"680 468 874","asellin@onet.pl","Sellin","Anna",30
20,"795 056 770","jwęgrzyn@onet.pl","Węgrzyn","Janusz",25
20,"309 865 282","mtomaszewski@aptekarz.pl","Tomaszewski","Marek",30
20,"785 516 695","jujazdowski@wp.pl","Ujazdowski","Jerzy",20
20,"710 170 413","marndt@wp.pl","Arndt","Marek",25
20,"448 694 352","ghuskowski@onet.pl","Huskowski","Grzegorz",25
20,"323 839 357","lzacharewicz@aptekarz.pl","Zacharewicz","Leszek",10
20,"329 468 491","azakrzewska@aptekarz.pl","Zakrzewska","Adam",30
20,"753 141 569","awojnarowski@aptekarz.pl","Wojnarowski","Alicja",45
20,"887 276 722","dfedorowicz@wp.pl","Fedorowicz","Donald",25
20,"112 140 343","mwykręt@aptekarz.pl","Wykręt","Marek",1
20,"227 410 722","jsztorc@nocny-kwartet.pl","Sztorc","Józef",25
20,"296 395 981","aszejnfeld@interia.pl","Szejnfeld","Agnieszka",25
20,"871 757 157","abrodniak@onet.pl","Brodniak","Anna",30
20,"889 317 804","jkołakowski@onet.pl","Kołakowski","Jan",20
20,"733 144 838","wjaros@interia.pl","Jaros","Waldemar",30
20,"162 119 269","jradziszewska@nocny-kwartet.pl","Radziszewska","Jerzy",30
20,"725 157 886","lpaluch@aptekarz.pl","Paluch","Lech",30
20,"604 314 994","wpiecha@interia.pl","Piecha","Wojciech",10
20,"546 467 493","agórski@aptekarz.pl","Górski","Agnieszka",10
20,"269 821 721","mcybulski@interia.pl","Cybulski","Mirosław",25
20,"477 118 305","kziemniak@aptekarz.pl","Ziemniak","Krzysztof",10
20,"600 554 420","atusk@onet.pl","Tusk","Adam",30
20,"111 512 429","eraczkowski@bialan.pl","Raczkowski","Eugeniusz",10
20,"708 017 593","pdrzewiecki@aptekarz.pl","Drzewiecki","Piotr",25
20,"559 999 405","mgalla@interia.pl","Galla","Michał",30
20,"113 961 200","jbukiewicz@interia.pl","Bukiewicz","Jerzy",20
20,"902 775 907","wmusiał@wp.pl","Musiał","Witold",30
20,"481 357 563","jmłynarczyk@interia.pl","Młynarczyk","Jacek",30
20,"956 903 880","tkalemba@onet.pl","Kalemba","Teresa",10
20,"586 051 539","rgąsior-marek@interia.pl","Gąsior-Marek","Robert",25
20,"702 379 464","hjackiewicz@bialan.pl","Jackiewicz","Halina",20
20,"416 543 322","alamczyk@wp.pl","Lamczyk","Andrzej",30
20,"435 276 353","bszarama@interia.pl","Szarama","Bronisław",30
20,"668 009 765","imasłowska@wp.pl","Masłowska","Iwona",30
20,"104 073 126","wtelus@onet.pl","Telus","Witold",45
20,"879 691 964","agarbowski@nocny-kwartet.pl","Garbowski","Antoni",25
20,"40 835 723","tjarmuziewicz@onet.pl","Jarmuziewicz","Tomasz",25
20,"396 759 112","scieśliński@onet.pl","Cieśliński","Stanisław",25
20,"146 515 611","asuski@bialan.pl","Suski","Aldona",45
20,"7 191 797","kbłochowiak@onet.pl","Błochowiak","Krzysztof",30
20,"976 761 178","kkozaczyński@bialan.pl","Kozaczyński","Krzysztof",45
20,"564 805 371","jgrupiński@aptekarz.pl","Grupiński","Jan",20
20,"795 621 882","kszwed@wp.pl","Szwed","Krystyna",25
20,"13 027 742","gbutryn@interia.pl","Butryn","Grzegorz",20
20,"9 828 651","lgadowski@onet.pl","Gadowski","Lech",1
20,"499 590 114","astrzałkowski@onet.pl","Strzałkowski","Andrzej",20
20,"575 146 743","krokita-arnold@interia.pl","Rokita-Arnold","Kazimierz",25
20,"405 345 695","zwojtkowski@wp.pl","Wojtkowski","Zbigniew",30
20,"222 262 457","pjakubiak@interia.pl","Jakubiak","Paweł",10
20,"607 643 868","wrusiecki@interia.pl","Rusiecki","Wojciech",25
20,"954 502 555","uolejniczak@interia.pl","Olejniczak","Urszula",25
20,"994 290 897","tdzikowski@wp.pl","Dzikowski","Tomasz",25
20,"57 099 169","bandzel@interia.pl","Andzel","Beata",25
20,"777 860 310","kkłosowski@interia.pl","Kłosowski","Kazimierz",10
20,"296 407 398","iwitaszczyk@wp.pl","Witaszczyk","Iwona",25
20,"293 699 815","kmaciejewski@aptekarz.pl","Maciejewski","Krystyna",30
20,"794 989 847","slis@interia.pl","Lis","Stanisław",25
20,"99 794 192","młopata@wp.pl","Łopata","Mariusz",10
20,"220 371 186","iurban@nocny-kwartet.pl","Urban","Izabella",30
20,"32 056 906","igrabicka@bialan.pl","Grabicka","Irena",20
20,"348 673 165","jkania@aptekarz.pl","Kania","Jan",25
20,"91 258 529","krusinowska@aptekarz.pl","Rusinowska","Krzysztof",25
20,"92 738 291","jwaśko@interia.pl","Waśko","Jarosław",10
20,"578 514 462","ktomaszak-zesiuk@interia.pl","Tomaszak-Zesiuk","Krzysztof",20
20,"199 707 021","jleszczyna@interia.pl","Leszczyna","Jacek",10
20,"550 657 583","kczerwiński@wp.pl","Czerwiński","Karol",25
20,"194 403 978","sbublewicz@interia.pl","Bublewicz","Sławomir",30
20,"311 742 989","mpopiołek@aptekarz.pl","Popiołek","Małgorzata",10
20,"266 406 930","ikarpiński@wp.pl","Karpiński","Ireneusz",25
20,"19 856 845","zguzowska@wp.pl","Guzowska","Zbigniew",10
20,"918 849 093","jbłaszczak@onet.pl","Błaszczak","Jerzy",30
20,"443 705 488","krozpondek@onet.pl","Rozpondek","Krzysztof",25
20,"450 155 572","jbogucki@onet.pl","Bogucki","Józef",30
20,"190 193 155","tborowczak@interia.pl","Borowczak","Teresa",30
20,"397 335 481","wwontor@aptekarz.pl","Wontor","Wojciech",20
20,"972 366 699","afabisiak@nocny-kwartet.pl","Fabisiak","Andrzej",30
20,"799 060 270","akierzkowska@bialan.pl","Kierzkowska","Anita",20
20,"470 528 968","roświęcimski@wp.pl","Oświęcimski","Radosław",20
20,"30 977 544","wraś@interia.pl","Raś","Wojciech",10
20,"345 234 846","mgolba@interia.pl","Golba","Mirosława",25
20,"423 875 095","mrojek@wp.pl","Rojek","Marek",10
20,"10 614 321","aśnieżek@aptekarz.pl","Śnieżek","Andrzej",25
20,"889 572 898","mkrupa@bialan.pl","Krupa","Marian",25
20,"141 446 664","jkuchciński@interia.pl","Kuchciński","Jan",25
20,"647 918 947","wwilk@wp.pl","Wilk","Wiesław",25
20,"504 238 234","aczartoryski@aptekarz.pl","Czartoryski","Anna",10
20,"335 928 022","mmaliszewski@onet.pl","Maliszewski","Michał",25
20,"805 954 113","jnowak@onet.pl","Nowak","Jerzy",25
20,"295 080 097","tmachałek@onet.pl","Machałek","Tadeusz",25
20,"895 651 559","dsławecki@wp.pl","Sławecki","Damian",20
20,"882 429 331","aorłowski@nocny-kwartet.pl","Orłowski","Andrzej",30
20,"705 612 396","dpolaczek@onet.pl","Polaczek","Dariusz",30
20,"348 540 580","cpolak@bialan.pl","Polak","Cezary",25
20,"891 531 267","rfalfus@interia.pl","Falfus","Robert",30
20,"932 169 043","mkoźlakiewicz@onet.pl","Koźlakiewicz","Mirosław",20
20,"857 227 959","jgosiewski@nocny-kwartet.pl","Gosiewski","Jacek",20
20,"129 715 823","jgibała@wp.pl","Gibała","Jacek",30
20,"209 392 456","ewziątek@interia.pl","Wziątek","Eugeniusz",10
20,"400 416 325","bkamiński@interia.pl","Kamiński","Beata",30
20,"287 794 698","jworach@wp.pl","Worach","Jarosław",25
20,"965 028 431","nsokołowski@interia.pl","Sokołowski","Nelli",25
20,"105 060 647","dwarzecha@onet.pl","Warzecha","Domicela",30
20,"146 479 898","wczarnecki@wp.pl","Czarnecki","Wiesław",25
20,"7 924 448","rgodson@aptekarz.pl","Godson","Ryszard",20
20,"663 174 778","wmatuszczak@interia.pl","Matuszczak","Waldy",25
20,"591 153 197","jiwiński@bialan.pl","Iwiński","Jan",10
20,"865 058 086","wolechowska@wp.pl","Olechowska","Wiesław",25
20,"921 127 111","zjastrzębski@onet.pl","Jastrzębski","Zbysław",30
20,"673 695 109","dkatulski@interia.pl","Katulski","Danuta",30
20,"28 769 683","tołdakowski@interia.pl","Ołdakowski","Tomasz",45
20,"447 182 947","mkasprzak@interia.pl","Kasprzak","Michał",25
20,"610 249 038","pmartyniuk@interia.pl","Martyniuk","Piotr",30
20,"363 102 326","ehofman@onet.pl","Hofman","Edward",30
20,"421 862 012","wjurgiel@onet.pl","Jurgiel","Wiesław",25
20,"542 576 000","astefaniuk@interia.pl","Stefaniuk","Andrzej",20
20,"642 619 402","skołakowski@aptekarz.pl","Kołakowski","Stanisław",25
20,"211 173 067","mkalisz@onet.pl","Kalisz","Marek",25
20,"739 338 310","mfiedler@nocny-kwartet.pl","Fiedler","Marzena",10
20,"462 275 349","tlibicki@interia.pl","Libicki","Tomasz",30
20,"520 007 669","tsmolarz@wp.pl","Smolarz","Tadeusz",30
20,"839 420 620","kwojciechowski@interia.pl","Wojciechowski","Katarzyna",25
20,"986 439 100","msprawka@interia.pl","Sprawka","Marek",30
20,"540 581 366","craniewicz@wp.pl","Raniewicz","Czesław",10
20,"530 893 475","bschetyna@nocny-kwartet.pl","Schetyna","Bogdan",10
20,"597 118 998","jjanczyk@interia.pl","Janczyk","Janusz",30
20,"57 212 575","kgawęda@interia.pl","Gawęda","Krzysztof",30
20,"838 317 972","kwita@wp.pl","Wita","Kazimierz",25
20,"709 024 466","jponcyljusz@onet.pl","Poncyljusz","Jacek",20
20,"738 475 696","isekuła@interia.pl","Sekuła","Izabela",1
20,"752 507 902","jdrozd@onet.pl","Drozd","Jan",25
20,"777 623 908","wmatusik-lipiec@interia.pl","Matusik-Lipiec","Wojciech",25
20,"951 070 778","sbabinetz@wp.pl","Babinetz","Sławomir",20
20,"496 553 528","jstuligrosz@interia.pl","Stuligrosz","Jarosław",25
20,"144 011 297","mkilian@interia.pl","Kilian","Maria",30
20,"78 778 579","twiśniewska@nocny-kwartet.pl","Wiśniewska","Tomasz",25
20,"865 949 567","łrygiel@interia.pl","Rygiel","Łukasz",45
20,"429 758 321","ssuski@nocny-kwartet.pl","Suski","Stanisław",25
20,"260 710 539","icoghen@wp.pl","Coghen","Iwona",25
20,"731 180 300","jrutkowska@interia.pl","Rutkowska","Jolanta",30
20,"458 450 834","mwielichowska@aptekarz.pl","Wielichowska","Marek",20
20,"831 952 485","tracki@wp.pl","Racki","Tomasz",20
20,"843 853 658","jzawadzki@wp.pl","Zawadzki","Jacek",30
20,"55 338 971","wreliga@onet.pl","Religa","Wacław",30
20,"191 757 771","jhalicki@interia.pl","Halicki","Jarosław",25
20,"52 794 559","ddudziński@onet.pl","Dudziński","Dariusz",30
20,"679 508 963","smilcarz@onet.pl","Milcarz","Stanisław",25
20,"488 021 947","jsycz@onet.pl","Sycz","Jarosław",30
20,"534 798 458","tstaroń@onet.pl","Staroń","Tadeusz",30
20,"270 335 144","zkrasoń@onet.pl","Krasoń","Zbigniew",25
20,"402 106 028","jkarasiewicz@interia.pl","Karasiewicz","Jan",25
20,"82 422 028","jolszewski@onet.pl","Olszewski","Jakub",25
20,"246 515 181","aroszak@wp.pl","Roszak","Anna",25
20,"645 401 284","ptomański@interia.pl","Tomański","Paweł",45
20,"325 632 050","pszkop@interia.pl","Szkop","Piotr",25
20,"595 134 303","bpałys@nocny-kwartet.pl","Pałys","Bożenna",10
20,"372 742 347","mdutka@wp.pl","Dutka","Mieczysław",25
20,"453 766 494","jkrząkała@aptekarz.pl","Krząkała","Jerzy",10
20,"974 352 434","lprządka@nocny-kwartet.pl","Prządka","Longin",30
20,"423 085 817","gzieliński@interia.pl","Zieliński","Grzegorz",30
20,"532 797 174","switkowski@aptekarz.pl","Witkowski","Szymon",25
20,"985 708 536","zarent@aptekarz.pl","Arent","Zenon",25
20,"596 480 197","jzarzycki@interia.pl","Zarzycki","Jan",25
20,"111 749 812","sszumilas@aptekarz.pl","Szumilas","Sławomir",25
20,"178 324 456","kgowin@interia.pl","Gowin","Krzysztof",1
20,"52 901 542","sajchler@aptekarz.pl","Ajchler","Stefan",30
20,"550 189 729","iredzimski@onet.pl","Redzimski","Izabela",25
20,"556 603 332","snykiel@wp.pl","Nykiel","Stanisław",30
20,"7 153 774","pborowiak@wp.pl","Borowiak","Piotr",10
20,"179 874 835","bpreiss@nocny-kwartet.pl","Preiss","Barbara",30
20,"321 140 772","kjasiński@aptekarz.pl","Jasiński","Krzysztof",30
20,"337 052 421","hwitek@wp.pl","Witek","Henryk",30
20,"576 244 325","bskowrońska@interia.pl","Skowrońska","Bogusław",30
20,"502 596 890","jstarownik@aptekarz.pl","Starownik","Jarosław",30
20,"931 509 558","nolendzka@wp.pl","Olendzka","Norbert",30
20,"365 197 829","mtomczyk@onet.pl","Tomczyk","Marek",30
